year,month,day,intake,avg_price,gap,rate
2016,2,2,28,1693,24,Special
2016,2,3,137,1456,-31,HIGH
2016,2,3,20,1618,-75,Special
2016,2,4,180,1472,16,HIGH
2016,2,4,26,1672,54,Special
2016,2,5,153,1447,-25,HIGH
2016,2,5,22,1639,-33,Special
2016,2,6,42,1382,-65,HIGH
2016,2,6,6,1524,-115,Special
2016,2,11,136,1418,36,HIGH
2016,2,11,19,1536,12,Special
2016,2,12,113,1376,-42,HIGH
2016,2,12,16,1587,51,Special
2016,2,13,106,1407,31,HIGH
2016,2,13,15,1585,-2,Special
2016,2,15,145,1419,12,HIGH
2016,2,15,21,1525,-60,Special
2016,2,16,141,1373,-46,HIGH
2016,2,16,20,1538,13,Special
2016,2,17,149,1399,26,HIGH
2016,2,17,21,1584,46,Special
2016,2,18,141,1373,-26,HIGH
2016,2,18,20,1549,-35,Special
2016,2,19,120,1413,40,HIGH
2016,2,19,17,1582,33,Special
2016,2,20,121,1408,-5,HIGH
2016,2,20,17,1525,-57,Special
2016,2,22,165,1452,44,HIGH
2016,2,22,24,1596,71,Special
2016,2,23,128,1494,42,HIGH
2016,2,23,18,1665,69,Special
2016,2,24,132,1503,9,HIGH
2016,2,24,19,1694,29,Special
2016,2,25,118,1548,45,HIGH
2016,2,25,17,1758,64,Special
2016,2,26,139,1541,-7,HIGH
2016,2,26,20,1771,13,Special
2016,2,27,107,1523,-18,HIGH
2016,2,27,15,1717,-54,Special
2016,2,29,153,1512,-11,HIGH
2016,2,29,22,1681,-36,Special
2016,3,1,146,1530,18,HIGH
2016,3,1,21,1715,34,Special
2016,3,2,133,1497,-33,HIGH
2016,3,2,19,1647,-68,Special
2016,3,3,148,1526,29,HIGH
2016,3,3,21,1674,27,Special
2016,3,4,150,1549,23,HIGH
2016,3,4,21,1658,-16,Special
2016,3,5,156,1598,49,HIGH
2016,3,5,22,1754,96,Special
2016,3,7,125,1729,131,HIGH
2016,3,7,18,1884,130,Special
2016,3,8,149,1735,6,HIGH
2016,3,8,21,1923,39,Special
2016,3,9,160,1712,-23,HIGH
2016,3,9,23,1884,-39,Special
2016,3,10,185,1704,-8,HIGH
2016,3,10,26,1825,-59,Special
2016,3,11,169,1653,-51,HIGH
2016,3,11,24,1781,-44,Special
2016,3,12,157,1574,-79,HIGH
2016,3,12,22,1739,-42,Special
2016,3,14,202,1522,-52,HIGH
2016,3,14,29,1719,-20,Special
2016,3,15,186,1553,31,HIGH
2016,3,15,26,1751,32,Special
2016,3,16,144,1500,-53,HIGH
2016,3,16,21,1729,-22,Special
2016,3,17,196,1444,-56,HIGH
2016,3,17,28,1694,-35,Special
2016,3,18,173,1413,-31,HIGH
2016,3,18,25,1584,-110,Special
2016,3,19,133,1483,70,HIGH
2016,3,19,19,1677,93,Special
2016,3,21,163,1506,23,HIGH
2016,3,21,23,1653,-24,Special
2016,3,22,190,1520,14,HIGH
2016,3,22,27,1695,42,Special
2016,3,23,181,1454,-66,HIGH
2016,3,23,26,1619,-76,Special
2016,3,24,173,1408,-46,HIGH
2016,3,24,25,1676,57,Special
2016,3,25,172,1437,29,HIGH
2016,3,25,24,1612,-64,Special
2016,3,26,185,1404,-33,HIGH
2016,3,26,26,1641,29,Special
2016,3,28,179,1313,-91,HIGH
2016,3,28,26,1515,-126,Special
2016,3,29,169,1316,3,HIGH
2016,3,29,24,1513,-2,Special
2016,3,30,191,1240,-76,HIGH
2016,3,30,27,1468,-45,Special
2016,3,31,201,1313,73,HIGH
2016,3,31,29,1488,20,Special
2016,4,1,143,1317,4,HIGH
2016,4,1,20,1477,-11,Special
2016,4,2,134,1400,83,HIGH
2016,4,2,19,1641,164,Special
2016,4,4,158,1569,169,HIGH
2016,4,4,23,1780,139,Special
2016,4,5,160,1813,244,HIGH
2016,4,5,23,1997,217,Special
2016,4,6,178,1871,58,HIGH
2016,4,6,26,2045,48,Special
2016,4,7,227,1841,-30,HIGH
